Job Title,Company Name,Exp,Number of opening,Location,Link,Job Category
Technology & Design Analyst,UBS Securities India Private Limite...,7,1,Hyderabad+1Mumbai City,https://www.shine.com/jobs/technology-design-analyst-permanent/ubs-securities-india-private-limited/12475950,Data Analyst
Senior QA - C++ Automation Testers,Augusta Infotech,3,1,Bangalore,https://www.shine.com/jobs/senior-qa-c-automation-testers-permanent/augusta-infotech/12501283,Other
Engineering Manager - Python/Java - FinTech,PageGroup,2,1,Bangalore,https://www.shine.com/jobs/engineering-manager-pythonjava-fintech-permanent/pagegroup/12423025,Data Engineer
IOS Developer,Alliance Recruitment Agency,3,1,Ahmedabad,https://www.shine.com/jobs/ios-developer-permanent/alliance-recruitment-agency/12518040,Other
Full Stack Engineer (.Net) Associate,PricewaterhouseCoopers (PWC),3,1,Bangalore,https://www.shine.com/jobs/full-stack-engineer-net-associate-permanent/pricewaterhousecoopers-pwc/12499502,Data Engineer
Position for Assembly Engineer-Reputed Mobile Manufactu ...,Seven Consultancy,3,1,Hyderabad,https://www.shine.com/jobs/position-for-assembly-engineer-reputed-mobile-manufacturing-permanent/seven-consultancy/12497352,Data Engineer
Business Analyst - Assistant Manager - Devices,Paytm,4,1,Bangalore,https://www.shine.com/jobs/business-analyst-assistant-manager-devices-permanent/paytm/12433426,Business Analyst
Team Lead- Data Science,Kreate Global,7,1,Delhi,https://www.shine.com/jobs/team-lead-data-science-permanent/kreate-global/12475319,Other
Data Management,Squircle IT Consulting Services Pvt...,7,1,Mumbai City,https://www.shine.com/jobs/data-management-permanent/squircle-it-consulting-services-pvt-ltd/12484892,Other
Lead - ORM/Senior Lead - ORM,Bajaj Finserv Lending Ltd,6,1,Pune,https://www.shine.com/jobs/lead-ormsenior-lead-orm-permanent/bajaj-finserv-lending-ltd/12517219,Other
Pyspark Developer,Orcapod Consulting Services Pvt. Lt...,4,1,"Bangalore+4Chennai, Hyderabad, Kolkata, Pune",https://www.shine.com/jobs/pyspark-developer-permanent/orcapod-consulting-services-pvt-ltd/12465161,Other
Apply for Business Analyst - R/Python/SAS - EdTech Firm,Change leaders,2,1,Gurugram,https://www.shine.com/jobs/apply-for-business-analyst-rpythonsas-edtech-firm-permanent/change-leaders/12433002,Business Analyst
summer Internship at Mumbai,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0,14,Not Defined,https://www.shine.com/jobs/summer-internship-at-mumbai-internship/maxgen-technologies-private-limited/12517603,Other
Engineer II-Quality Assurance,Verizon Data Services India Pvt.Ltd,5,1,Chennai,https://www.shine.com/jobs/engineer-ii-quality-assurance-permanent/verizon-data-services-india-pvtltd/12454336,Data Engineer
"Java or .Net, with strong Object-Oriented fundamentals",Augusta Infotech,2,1,Bangalore,https://www.shine.com/jobs/java-or-net-with-strong-object-oriented-fundamentals-permanent/augusta-infotech/12500463,Other
Business Analyst - Market Risk (5-8 yrs),"Green Arrow Career Services, Goa In...",2,1,"Bangalore+2Gurugram, Mumbai City",https://www.shine.com/jobs/business-analyst-market-risk-5-8-yrs-permanent/green-arrow-career-services-goa-india/12491169,Business Analyst
Account Assistant (PEW-1951-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/account-assistant-pew-n1c-permanent/mycitypune/12519876,Other
Account Executive (PGG-1575-N1C),MyCityPune,3,1,Pune,https://www.shine.com/jobs/account-executive-pgg-n1c-permanent/mycitypune/12519866,Other
Accountant (AAO-014-N1C),MyCityPune,0,1,Not Defined,https://www.shine.com/jobs/accountant-aao-n1c-permanent/mycitypune/12519859,Other
Accountant (F) (PIF-1500-N1C),MyCityPune,3,1,Pune,https://www.shine.com/jobs/accountant-f-pif-n1c-permanent/mycitypune/12519857,Other
Accountant (PAN-1779-N1C),MyCityPune,7,1,Pune,https://www.shine.com/jobs/accountant-pan-n1c-permanent/mycitypune/12519855,Other
Accountant (PBI-1526-N1C),MyCityPune,4,1,Pune,https://www.shine.com/jobs/accountant-pbi-n1c-permanent/mycitypune/12519853,Other
Accountant (PEM-0485-N1C),MyCityPune,4,1,Pune,https://www.shine.com/jobs/accountant-pem-n1c-permanent/mycitypune/12519847,Other
Accountant (PGT-1120-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/accountant-pgt-n1c-permanent/mycitypune/12519845,Other
Accountant (PMM-1774-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/accountant-pmm-n1c-permanent/mycitypune/12519839,Other
Accountant (PPI-1824-N1C),MyCityPune,7,1,Pune,https://www.shine.com/jobs/accountant-ppi-n1c-permanent/mycitypune/12519833,Other
Accountant (PSH-0512-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/accountant-psh-n1c-permanent/mycitypune/12519829,Other
Accountant (PSS-765-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/accountant-pss-n1c-permanent/mycitypune/12519827,Other
Accountant (PVT-1184-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/accountant-pvt-n1c-permanent/mycitypune/12519825,Other
Accountant (ST-0258-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/accountant-st-n1c-permanent/mycitypune/12519822,Other
Accountant cum Office Assistant (PPA-779-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/accountant-cum-office-assistant-ppa-n1c-permanent/mycitypune/12519818,Other
Accountant cum Cashier (FT-0219-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/accountant-cum-cashier-ft-n1c-permanent/mycitypune/12519820,Other
Accounts Officer (PTD-0493-N1C),MyCityPune,3,1,Pune,https://www.shine.com/jobs/accounts-officer-ptd-n1c-permanent/mycitypune/12519789,Other
Accounts Officer (PTD-802-N1C),MyCityPune,3,1,Pune,https://www.shine.com/jobs/accounts-officer-ptd-n1c-permanent/mycitypune/12519788,Other
Acoountant (Female) (PSS-748-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/acoountant-female-pss-n1c-permanent/mycitypune/12519786,Other
Area Sales Manager (PPP-701-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/area-sales-manager-ppp-n1c-permanent/mycitypune/12519746,Other
Assistant Accounts Manager (PRM-686-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/assistant-accounts-manager-prm-n1c-permanent/mycitypune/12519734,Other
Associate Program Manager (AAZ-004-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/associate-program-manager-aaz-n1c-permanent/mycitypune/12519705,Other
Asst. Manager (AP-0043-N1C),MyCityPune,4,1,Pune,https://www.shine.com/jobs/asst-manager-ap-n1c-permanent/mycitypune/12519703,Other
Back Office Assistant (PSE-787-N1C),MyCityPune,4,1,Pune,https://www.shine.com/jobs/back-office-assistant-pse-n1c-permanent/mycitypune/12519680,Other
Back Office Assistant (PLN-900-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/back-office-assistant-pln-n1c-permanent/mycitypune/12519681,Other
Back Office Executive (PAP-1042-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/back-office-executive-pap-n1c-permanent/mycitypune/12519678,Other
Back Office Executive (PSC-1947-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/back-office-executive-psc-n1c-permanent/mycitypune/12519676,Other
Business Executive (ABJ-036-N1C),MyCityPune,0,1,Not Defined,https://www.shine.com/jobs/business-executive-abj-n1c-permanent/mycitypune/12519629,Other
Cashier (PEW-1952-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/cashier-pew-n1c-permanent/mycitypune/12519619,Other
Cashier (PGT-1121-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/cashier-pgt-n1c-permanent/mycitypune/12519617,Other
Collection Executive (PSI-1800-N1C),MyCityPune,3,1,Pune,https://www.shine.com/jobs/collection-executive-psi-n1c-permanent/mycitypune/12519554,Other
Computer Operators (PAN-1049-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/computer-operators-pan-n1c-permanent/mycitypune/12519540,Other
Merilytics - Business Analyst - Analytics (0-2 yrs),Merilytics,0,1,Hyderabad,https://www.shine.com/jobs/merilytics-business-analyst-analytics-0-2-yrs-permanent/merilytics/12491129,Business Analyst
Digital Marketing Analytics (DP-0062-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/digital-marketing-analytics-dp-n1c-permanent/mycitypune/12519464,Data Analyst
Recruiting for Core MS Engineer,Nokia Solutions and Networks India ...,1,1,Noida,https://www.shine.com/jobs/recruiting-for-core-ms-engineer-permanent/nokia-solutions-and-networks-india-pvt-ltd/12498234,Data Engineer
Embedded SW & HW Developer (F) (PAS-1862-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/embedded-sw-hw-developer-f-pas-n1c-permanent/mycitypune/12519420,Other
ERP Executive (PHP-1167-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/erp-executive-php-n1c-permanent/mycitypune/12519410,Other
Executive - Accountants (UE-0356-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/executive-accountants-ue-n1c-permanent/mycitypune/12519404,Other
HR Specialist (ADN-001-N1C),MyCityPune,6,1,Pune,https://www.shine.com/jobs/hr-specialist-adn-n1c-permanent/mycitypune/12519267,Other
IT Office Assistants (PSI-1435-N1C),MyCityPune,3,1,Pune,https://www.shine.com/jobs/it-office-assistants-psi-n1c-permanent/mycitypune/12519236,Other
Jr. Accountant (YA-0339-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/jr-accountant-ya-n1c-permanent/mycitypune/12519219,Other
Jr. Executive - Accounts/ Exim (PCD-0445-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/jr-executive-accounts-exim-pcd-n1c-permanent/mycitypune/12519217,Other
Manager Accounts (PRM-685-N1C),MyCityPune,7,1,Pune,https://www.shine.com/jobs/manager-accounts-prm-n1c-permanent/mycitypune/12519142,Other
Manager-Accounts (PHR-1320-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/manager-accounts-phr-n1c-permanent/mycitypune/12519135,Other
Office Assistant (PGL-0561-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/office-assistant-pgl-n1c-permanent/mycitypune/12519025,Other
Office Assistant (PKP-1986-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/office-assistant-pkp-n1c-permanent/mycitypune/12519024,Other
Office Assistant (UE-0358-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/office-assistant-ue-n1c-permanent/mycitypune/12519022,Other
Office Assistant (PRS-761-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/office-assistant-prs-n1c-permanent/mycitypune/12519023,Other
Office Boy (PAA-1025-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/office-boy-paa-n1c-permanent/mycitypune/12519020,Other
Office Boy (PBJ-1679-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/office-boy-pbj-n1c-permanent/mycitypune/12519019,Other
Office Boy (PRK-1197-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/office-boy-prk-n1c-permanent/mycitypune/12519017,Other
Office Boy (PPB-1819-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/office-boy-ppb-n1c-permanent/mycitypune/12519018,Other
Office Boy (PSK-3000-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/office-boy-psk-n1c-permanent/mycitypune/12519015,Other
Office Boy (PRS-762-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/office-boy-prs-n1c-permanent/mycitypune/12519016,Other
Office clerk (PSS-1226-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/office-clerk-pss-n1c-permanent/mycitypune/12519014,Other
Optometrist (PNI-851-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/optometrist-pni-n1c-permanent/mycitypune/12519002,Other
Primary/Secondary Teachers (PRV-1134-N1C),MyCityPune,3,1,Pune,https://www.shine.com/jobs/primarysecondary-teachers-prv-n1c-permanent/mycitypune/12518961,Other
Programmatic Advertiser (ABP-001-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/programmatic-advertiser-abp-n1c-permanent/mycitypune/12518916,Other
Project Manager (ACL-002-N1C),MyCityPune,7,1,Pune,https://www.shine.com/jobs/project-manager-acl-n1c-permanent/mycitypune/12518900,Other
Purchase Assistant (PSE-1362-N1C),MyCityPune,3,1,Pune,https://www.shine.com/jobs/purchase-assistant-pse-n1c-permanent/mycitypune/12518872,Other
Respiratory Therapist (SW-0291-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/respiratory-therapist-sw-n1c-permanent/mycitypune/12518789,Other
Secondary Section Teacher (PST-1791-N1C)),MyCityPune,5,1,Pune,https://www.shine.com/jobs/secondary-section-teacher-pst-n1c-permanent/mycitypune/12518635,Other
Sr. Accountant (YA-0338-N1C),MyCityPune,5,1,Pune,https://www.shine.com/jobs/sr-accountant-ya-n1c-permanent/mycitypune/12518496,Other
Store In Charge (SC-0235-N1C),MyCityPune,2,1,Pune,https://www.shine.com/jobs/store-in-charge-sc-n1c-permanent/mycitypune/12518425,Other
Subject Teacher (Higher Secondary) (PML-1674-N1C),MyCityPune,1,1,Pune,https://www.shine.com/jobs/subject-teacher-higher-secondary-pml-n1c-permanent/mycitypune/12518401,Other
Technical Executive (PRB-1056-N1C),MyCityPune,4,1,Pune,https://www.shine.com/jobs/technical-executive-prb-n1c-permanent/mycitypune/12518373,Other
Investment Guidelines Team Leader,JPMorgan,2,1,Bangalore,https://www.shine.com/jobs/investment-guidelines-team-leader-permanent/jpmorgan/12464007,Other
Senior Edifecs Developer  NTT Data,Orcapod Consulting Services Pvt. Lt...,5,4,"Bangalore+3Chennai, Noida, Hyderabad",https://www.shine.com/jobs/senior-edifecs-developer-ntt-data-contractual/orcapod-consulting-services-pvt-ltd/12448092,Other
TTS - Data Testing QA Automation,Citibank India.,2,1,Pune,https://www.shine.com/jobs/tts-data-testing-qa-automation-permanent/citibank-india/12451396,Other
AZURE DEVELOPER,Skyleaf Consultants,5,1,Gurugram,https://www.shine.com/jobs/azure-developer-permanent/skyleaf-consultants/12467696,Other
Data Analytics Senior Analyst,Acura Solutions.,4,1,Bangalore+1Delhi,https://www.shine.com/jobs/data-analytics-senior-analyst-permanent/acura-solutions/12489255,Data Analyst
COR JAVA Developer,Orcapod Consulting Services Pvt. Lt...,1,1,Bangalore+1Hyderabad,https://www.shine.com/jobs/cor-java-developer-permanent/orcapod-consulting-services-pvt-ltd/12450430,Other
Senior System Engineer,Arminus,5,1,Pune,https://www.shine.com/jobs/senior-system-engineer-permanent/arminus/12513618,Data Engineer
DevOps Engineer SBS Data Analytics,Siemens Limited,5,1,Pune,https://www.shine.com/jobs/devops-engineer-sbs-data-analytics-permanent/siemens-limited/12340233,Data Analyst
"Specialist, Data Analysis",Standard Chartered Bank Ltd,5,1,Mumbai City,https://www.shine.com/jobs/specialist-data-analysis-permanent/standard-chartered-bank-ltd/12372514,Data Analyst
"Software Engineer - (Java with Python, AWS, SaaS)","Cisco Systems, Inc.",4,1,Bangalore,https://www.shine.com/jobs/software-engineer-java-with-python-aws-saas-permanent/cisco-systems-inc/12454533,Data Engineer
 for  GIS Developer,Infosys Limited,2,1,Bangalore,https://www.shine.com/jobs/job-for-gis-developer-permanent/infosys-limited/12450872,Other
William O'Neil - Equity Research Analyst - India Mid-Ca ...,WilliamO'Neil,2,1,Bangalore,https://www.shine.com/jobs/william-oneil-equity-research-analyst-india-mid-cap-analyst-permanent/williamoneil/12514660,Data Analyst
Engineering II-Backend,Verizon Data Services India Pvt.Ltd,2,1,Chennai,https://www.shine.com/jobs/engineering-ii-backend-permanent/verizon-data-services-india-pvtltd/12503076,Data Engineer
Crimson AI - SDE 1/ SDE 2/ SDE 3,Crimson Interactive,2,1,Mumbai City,https://www.shine.com/jobs/crimson-ai-sde-1-sde-2-sde-3-permanent/crimson-interactive/12468783,Other
Apply For Senior Statistician -Reputed IT Industry,Seven Consultancy,4,1,Delhi,https://www.shine.com/jobs/apply-for-senior-statistician-reputed-it-industry-permanent/seven-consultancy/12500576,Other
Business Analyst,UBS Securities India Private Limite...,5,1,Mumbai City,https://www.shine.com/jobs/business-analyst-permanent/ubs-securities-india-private-limited/12493746,Business Analyst
Securities & Derivatives Senior Analyst,Citibank India.,3,1,Hyderabad,https://www.shine.com/jobs/securities-derivatives-senior-analyst-permanent/citibank-india/12494512,Data Analyst
Software Engineer,Nokia Solutions and Networks India ...,5,1,Bangalore,https://www.shine.com/jobs/software-engineer-permanent/nokia-solutions-and-networks-india-pvt-ltd/12496915,Data Engineer
Senior Software Engineer,Stigasoft Pvt Ltd,3,1,Gurugram,https://www.shine.com/jobs/senior-software-engineer-permanent/stigasoft-pvt-ltd/12481609,Data Engineer
Principal Engineer - Data Portability,Atlassian,3,1,Bangalore,https://www.shine.com/jobs/principal-engineer-data-portability-permanent/atlassian/12423404,Data Engineer
Engineer II-Software Development,Verizon Data Services India Pvt.Ltd,5,1,Delhi,https://www.shine.com/jobs/engineer-ii-software-development-permanent/verizon-data-services-india-pvtltd/12470062,Data Engineer
Migration Developer,VEGA Intellisoft Private Limited,6,1,"Bangalore+3Chennai, Hyderabad, Mumbai City",https://www.shine.com/jobs/migration-developer-permanent/vega-intellisoft-private-limited/12482357,Other
Data Analyst,ARYAN TECHNOLOGY,0,10,"Bangalore+8Noida, Chennai, Hyderabad, Kolkata, Gurugram, Pune, Mumbai City, Delhi",https://www.shine.com/jobs/data-analyst-permanent/aryan-technology/12294532,Data Analyst
Sr Operations Research Analyst,Target Corporation India Pvt Ltd,5,1,Delhi,https://www.shine.com/jobs/sr-operations-research-analyst-permanent/target-corporation-india-pvt-ltd/12469636,Data Analyst
Java Developer,QUISCON BIOTECH,0,10,Not Defined,https://www.shine.com/jobs/java-developer-work-from-home/quiscon-biotech/12465731,Other
Manager - Data Mining,Augusta Infotech,1,1,Bangalore,https://www.shine.com/jobs/manager-data-mining-permanent/augusta-infotech/12498586,Other
iOS Engineer - SWIFT/Objective C,Finoit Technology,2,1,Delhi,https://www.shine.com/jobs/ios-engineer-swiftobjective-c-permanent/finoit-technology/12499497,Data Engineer
Hyperion FDMEE,Squircle IT Consulting Services Pvt...,2,1,Bangalore,https://www.shine.com/jobs/hyperion-fdmee-permanent/squircle-it-consulting-services-pvt-ltd/12503391,Other
Sr. Engineer,Vestas,7,1,Chennai,https://www.shine.com/jobs/sr-engineer-permanent/vestas/12499477,Data Engineer
Apply for ASSOCIATE SCIENTIST,Sygene,6,1,Bangalore,https://www.shine.com/jobs/apply-for-associate-scientist-permanent/sygene/12460245,Data Scientist
Embedded C++ Developer,Infosys Limited,0,1,Not Defined,https://www.shine.com/jobs/embedded-c-developer-permanent/infosys-limited/12446986,Other
Apply for Manager - Data Science - FMCG,Michael Page,8,1,Bangalore,https://www.shine.com/jobs/apply-for-manager-data-science-fmcg-permanent/michael-page/12432349,Other
Vacancy for Sales Manager -Reputed Data Analytics Indus ...,Seven Consultancy,3,1,Delhi,https://www.shine.com/jobs/vacancy-for-sales-manager-reputed-data-analytics-industry-permanent/seven-consultancy/12497745,Data Analyst
Opening for Informatica MDM Administrator - Data Wareho ...,Snapminds Technology,5,1,Chennai,https://www.shine.com/jobs/opening-for-informatica-mdm-administrator-data-warehousingdata-validation-permanent/snapminds-technology/12466405,Other
Senior Data Scientist,Research In Motion,1,1,Bangalore,https://www.shine.com/jobs/senior-data-scientist-permanent/research-in-motion/12286965,Data Scientist
Manager Item Data,Target Corporation India Pvt Ltd,6,1,Delhi,https://www.shine.com/jobs/manager-item-data-permanent/target-corporation-india-pvt-ltd/12462209,Other
Urgent opening for Blockchain Data Labeller,Seven Consultancy,2,1,Hyderabad,https://www.shine.com/jobs/urgent-opening-for-blockchain-data-labeller-permanent/seven-consultancy/12497704,Other
Senior Business Analyst-VCG Design & Execution (Hybrid),Citibank India.,3,1,Hyderabad,https://www.shine.com/jobs/senior-business-analyst-vcg-design-execution-hybrid-permanent/citibank-india/12494496,Business Analyst
Hiring for Python Developer - noida,Gharondaa Advisors Private Limited,2,7,Noida,https://www.shine.com/jobs/hiring-for-python-developer-noida-permanent/gharondaa-advisors-private-limited/12274177,Python Developer
Require Snowflake Data Warehouse Application Developer,Accenture,1,1,Hyderabad,https://www.shine.com/jobs/require-snowflake-data-warehouse-application-developer-permanent/accenture/12438761,Other
Lead Cloud Operations Analyst,Informatica,2,1,Bangalore,https://www.shine.com/jobs/lead-cloud-operations-analyst-permanent/informatica/12480458,Data Analyst
System Integration Specialist,Nokia Solutions and Networks India ...,1,1,Chennai,https://www.shine.com/jobs/system-integration-specialist-permanent/nokia-solutions-and-networks-india-pvt-ltd/12495973,Other
Assistant Manager- System Engineer,Omron Asia Pacific Pte Ltd,7,1,Bangalore,https://www.shine.com/jobs/assistant-manager-system-engineer-permanent/omron-asia-pacific-pte-ltd/12477754,Data Engineer
Req. for Process Engineer-Reputed Chemical Industry-Man ...,Seven Consultancy,1,1,Mandi,https://www.shine.com/jobs/req-for-process-engineer-reputed-chemical-industry-mandi-permanent/seven-consultancy/12496724,Data Engineer
Azure Solution Architect,Mercede,3,1,Bangalore,https://www.shine.com/jobs/azure-solution-architect-permanent/mercede/12454807,Other
Req. for  DevOps Engineer,GlobalLogic Technologies Pvt Ltd,5,1,Pune,https://www.shine.com/jobs/req-for-devops-engineer-permanent/globallogic-technologies-pvt-ltd/12499449,Data Engineer
Hiring For Software Analyst,Right Advisors Private Limited,5,10,Mumbai City,https://www.shine.com/jobs/hiring-for-software-analyst-permanent/right-advisors-private-limited/12479219,Data Analyst
Requirement for Digital Engineering Staff Engineer,NTT Global Delivery Services Limite...,5,1,Bangalore,https://www.shine.com/jobs/requirement-for-digital-engineering-staff-engineer-permanent/ntt-global-delivery-services-limited/12496417,Data Engineer
 openings for-AI Research Scientist-reputed IT,Seven Consultancy,1,1,Hyderabad,https://www.shine.com/jobs/job-openings-for-ai-research-scientist-reputed-it-permanent/seven-consultancy/12454808,Data Scientist
Salesforce Community Cloud Senior Architect -Reputed IT ...,Seven Consultancy,4,1,Chennai,https://www.shine.com/jobs/salesforce-community-cloud-senior-architect-reputed-it-industry-permanent/seven-consultancy/12498463,Other
Req.  for HVAC Site Engineer  Reputed Construction Indu ...,Seven Consultancy,2,1,Jaipur,https://www.shine.com/jobs/req-jobs-for-hvac-site-engineer-reputed-construction-industry-permanent/seven-consultancy/12495928,Data Engineer
Data Engineer,Angel and Genie,3,1,Bangalore,https://www.shine.com/jobs/data-engineer-permanent/angel-and-genie/12260664,Data Engineer
Recruiting for Business Analyst - Real Estate,ARA Resources Pvt Ltd,5,1,Gurugram,https://www.shine.com/jobs/recruiting-for-business-analyst-real-estate-permanent/ara-resources-pvt-ltd/12478015,Business Analyst
"Lead, Data Analysis",Standard Chartered Bank Ltd,6,1,Mumbai City,https://www.shine.com/jobs/lead-data-analysis-permanent/standard-chartered-bank-ltd/12452689,Data Analyst
Fraud Risk Data Analytics - Associate,JPMorgan,3,1,Mumbai City,https://www.shine.com/jobs/fraud-risk-data-analytics-associate-permanent/jpmorgan/12442688,Data Analyst
Ansible Playbook Developer(.NET/Java / Python programme ...,HR Ace,6,1,Mumbai City,https://www.shine.com/jobs/ansible-playbook-developernetjava-python-programmers-devops-permanent/hr-ace/12430940,Python Developer
Quant Analytics (Cognos Developer)- Analyst,JPMorgan,1,1,Bangalore,https://www.shine.com/jobs/quant-analytics-cognos-developer-analyst-permanent/jpmorgan/12468591,Data Analyst
RADAR SW Development - Engineer,Mercede,1,1,Bangalore,https://www.shine.com/jobs/radar-sw-development-engineer-permanent/mercede/12477039,Data Engineer
CRES MI Analyst,Barclays Shared Services Pvt. Ltd,2,1,Pune,https://www.shine.com/jobs/cres-mi-analyst-permanent/barclays-shared-services-pvt-ltd/12478120,Data Analyst
CIB Account Ref data Product Owner,JPMorgan,8,1,Mumbai City,https://www.shine.com/jobs/cib-account-ref-data-product-owner-permanent/jpmorgan/12461947,Other
We'll need for  Sr Software Engineer,HERE,5,1,Bangalore,https://www.shine.com/jobs/well-need-for-sr-software-engineer-permanent/here/12476911,Data Engineer
Head - Data Science - FinTech,Unnati,3,1,Gurugram+1Delhi,https://www.shine.com/jobs/head-data-science-fintech-permanent/unnati/12407352,Other
Required Senior Manager of Software Engineering (Big Da ...,JPMorgan,1,1,Bangalore,https://www.shine.com/jobs/required-senior-manager-of-software-engineering-big-data-java-permanent/jpmorgan/12445083,Data Engineer
"For  req Software Engineer III - Business Intelligence, ...",JPMorgan,3,1,Bangalore,https://www.shine.com/jobs/for-job-req-software-engineer-iii-business-intelligence-tableau-permanent/jpmorgan/12442445,Data Engineer
we need Data Design Senior Analyst-Pharma ERP,Accenture,5,1,Bangalore,https://www.shine.com/jobs/we-need-data-design-senior-analyst-pharma-erp-permanent/accenture/12437796,Data Analyst
Unit Manager - Risk/Senior Unit Manager - Risk,Bajaj Finserv Lending Ltd,4,1,Pune,https://www.shine.com/jobs/unit-manager-risksenior-unit-manager-risk-permanent/bajaj-finserv-lending-ltd/12455484,Other
Hiring For IT Trainer ( Python and Java ),DC Consultants,1,1,Thane,https://www.shine.com/jobs/hiring-for-it-trainer-python-and-java-permanent/dc-consultants/12429042,Python Developer
Informatica IDQ Developer,Orcapod Consulting Services Pvt. Lt...,1,1,"Bangalore+8Chennai, Noida, Hyderabad, Kolkata, Gurugram, Pune, Mumbai City, Delhi",https://www.shine.com/jobs/informatica-idq-developer-permanent/orcapod-consulting-services-pvt-ltd/12465150,Other
Urgent Applicants for CCB Risk- Strategic Analytics(SWA ...,JPMorgan,3,1,Bangalore,https://www.shine.com/jobs/urgent-applicants-for-ccb-risk-strategic-analyticsswat-associate-permanent/jpmorgan/12447309,Data Analyst
Analyst - Policy Management,AXA XL,1,1,Bangalore,https://www.shine.com/jobs/analyst-policy-management-permanent/axa-xl/12491963,Data Analyst
Programmer / Analyst (CADIS),NuWare Systems LLP,2,1,Delhi,https://www.shine.com/jobs/programmer-analyst-cadis-permanent/nuware-systems-llp/12471514,Data Analyst
"Urgent vacancy for Backend officer,Page writing work",Spark Recruit Services,0,77,Not Defined,https://www.shine.com/jobs/urgent-vacancy-for-backend-officerpage-writing-work-work-from-home/spark-recruit-services/12515717,Other
Manager Translational Biomarker Biostatistics,PFIZER LIMITED,4,1,Chennai,https://www.shine.com/jobs/manager-translational-biomarker-biostatistics-permanent/pfizer-limited/12484055,Other
Core MS Engineer,Nokia Solutions and Networks India ...,5,1,Noida,https://www.shine.com/jobs/core-ms-engineer-permanent/nokia-solutions-and-networks-india-pvt-ltd/12496831,Data Engineer
"Backend office work,Part time work for freshers, experi ...",Spark Recruit Services,0,56,Not Defined,https://www.shine.com/jobs/backend-office-workpart-time-work-for-freshers-experience-work-from-home/spark-recruit-services/12515616,Other
Data entry operator,T & A Solutions,2,1,Bangalore,https://www.shine.com/jobs/data-entry-operator-permanent/t-a-solutions/12491838,Other
Recruit for Frontend Developer,IBM India Pvt. Limited,3,1,Bangalore,https://www.shine.com/jobs/recruit-for-frontend-developer-permanent/ibm-india-pvt-limited/12462138,Other
"Part time work for Backend office executive, Ms excel w ...",HIRED ENTERPRISES,0,57,"Davanagere+9Bangalore, Chennai, Machilipatnam, Kasargod, Hyderabad, Kanyakumari, Kolkata, Mysore, Hubli",https://www.shine.com/jobs/part-time-work-for-backend-office-executive-ms-excel-work-work-from-home/hired-enterprises/12515654,Other
Urgent looking for Testing Intermediate Analyst,Citibank India.,2,1,Pune,https://www.shine.com/jobs/urgent-looking-for-testing-intermediate-analyst-permanent/citibank-india/12478039,Data Analyst
Require Regulatory Services Analytics & Reporting- Asso ...,JPMorgan,3,1,Mumbai City,https://www.shine.com/jobs/require-regulatory-services-analytics-reporting-associate-permanent/jpmorgan/12442785,Data Analyst
